customer_id,amount_requested,birth_date,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,payment_amount_approved,address_zip,email,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,home_phone_type,other_phone_type,how_use_money,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,loan performance
88430e498e,800,2/16/1986 00:00,Approved,TRUE,850,TRUE,2/7/2011 10:02,8,TRUE,13,77.39,500,6,77.39,83704,ArthurOCumberbatch@gmail.com,124103799,4-12 months,7-12 months,1-2 years,Bi-weekly,Mobile,Mobile,Bills,2400,541,609,654,706,602,-1
6d67f94191,800,2/16/1978 00:00,Approved,TRUE,795,TRUE,2/7/2011 11:12,8,TRUE,16,113.77,800,8,113.77,84111,BelindaJCarrillo@yahoo.com,124001545,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,None,Other,5800,512,595,631,681,623,1
7b96e853cc,800,5/5/1960 00:00,Approved,FALSE,980,TRUE,2/7/2011 13:01,5,TRUE,10,147.47,800,5,147.47,83237,RuthLCash@bing.com,124300107,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Medical,856,760,599,638,680,630,1
2e99f32a0f,400,4/4/1967 00:00,Approved,TRUE,250,TRUE,2/7/2011 15:41,8,TRUE,13,61.91,400,6,61.91,84770,JamesMCorlett@hotmail.com,124001545,1 year or more,6 months or less,1-2 years,Bi-weekly,Mobile,Home,Bills,1200,544,529,536,636,592,-1
376823ba2e,800,7/17/1978 00:00,Approved,TRUE,0,TRUE,2/8/2011 06:19,8,TRUE,6,171.75,500,6,171.75,57274,BonnyKScott@yahoo.com,91408734,1 year or more,7-12 months,7-12 months,Monthly,Mobile,Mobile,Bills,1600,530,540,531,650,567,-1
7eb8b99253,500,9/2/1966 00:00,Approved,TRUE,300,FALSE,2/8/2011 08:25,5,TRUE,10,94.7,500,5,94.7,83401,SandraEFifield@aol.com,124103799,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Work,Bills,2000,583,604,649,670,616,-1
edd95b1230,600,9/14/1972 00:00,Approved,TRUE,1325,TRUE,2/8/2011 08:27,5,TRUE,10,113.64,600,5,113.64,84403,LenaMHammond@gmail.com,73972181,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,None,Rent,4526,593,592,602,680,631,1
82dddc3f9c,800,6/23/1983 00:00,Approved,TRUE,170,FALSE,2/8/2011 09:10,6,TRUE,12,84.03,500,6,84.03,83202,IvanPSimmons@hotmail.com,324173655,1 year or more,1-2 years,3+ years,Semi-monthly,Home,Work,Other,2078,596,537,616,622,574,1
7c853daa86,700,4/13/1979 00:00,Approved,TRUE,565,TRUE,2/8/2011 09:39,3,TRUE,6,136,500,3,136,84118,BeckyFRasmussen@aol.com,61113415,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Bills,2766,716,545,617,627,546,-1
96a9e01373,500,6/23/1986 00:00,Approved,TRUE,675,FALSE,2/8/2011 12:26,5,TRUE,10,94.7,500,5,94.7,84639,MarcusSBayer@yahoo.com,324377516,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Car,4400,596,631,677,723,610,1
17b4466f1d,500,6/26/1973 00:00,Approved,TRUE,1000,TRUE,2/8/2011 12:35,5,TRUE,10,92.17,500,5,92.17,57701,DanielaRShort@aol.com,91408734,1 year or more,3+ years,6 months or less,Bi-weekly,Home,Mobile,Bills,3068,536,516,554,657,571,-1
d758a589d6,500,1/13/1966 00:00,Approved,FALSE,800,FALSE,2/8/2011 15:22,8,TRUE,8,144.85,500,8,144.85,84010,JeanEHunter@bing.com,124001545,1 year or more,3+ years,7-12 months,Monthly,Mobile,None,Other,8100,563,599,578,680,630,1
5333a9edaf,500,8/22/1964 00:00,Approved,TRUE,580,FALSE,2/8/2011 15:27,6,TRUE,13,77.39,500,6,77.39,57073,MonserrateRPayne@yahoo.com,91400046,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Bills,4000,644,564,610,641,601,1
1975c2bd61,500,12/20/1971 00:00,Approved,FALSE,525,TRUE,2/9/2011 10:40,3,TRUE,6,138.48,500,3,138.48,83401,WilliamCJarrell@hotmail.com,124103799,3 months or less,6 months or less,1-2 years,Semi-monthly,Mobile,None,Bills,2144,425,590,617,613,601,1
d8df680256,800,3/2/1961 00:00,Approved,TRUE,400,TRUE,2/9/2011 14:06,8,TRUE,13,77.39,500,6,77.39,83858,KelleyNWelsh@aol.com,125100089,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Bills,1140,221,584,638,689,631,1
34ddb612ce,400,10/17/1985 00:00,Approved,TRUE,670,TRUE,2/9/2011 15:31,3,TRUE,6,108.8,400,3,108.8,84116,SueTAlvarado@aol.com,124302150,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Mobile,Bills,1260,539,527,553,648,583,2
92a609fdd2,400,10/1/1963 00:00,Approved,TRUE,950,TRUE,2/9/2011 20:55,5,TRUE,10,73.74,400,5,73.74,84047,RickyTGaines@yahoo.com,324377202,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Work,Bills,2200,641,581,587,680,595,-1
c9463c892c,600,1/6/1959 00:00,Approved,TRUE,850,TRUE,2/9/2011 21:27,6,TRUE,13,92.87,600,6,92.87,84103,KennithLYeager@yahoo.com,124001545,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Work,Car,3760,616,596,647,701,624,-1
4c59c27c0c,500,1/16/1983 00:00,Approved,TRUE,100,TRUE,2/10/2011 08:29,5,TRUE,10,92.17,500,5,92.17,57701,MaryDNord@bing.com,91408501,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,None,Car,1223,538,569,624,642,596,1
20fec41f02,800,10/16/1949 00:00,Approved,FALSE,480,FALSE,2/10/2011 16:37,8,TRUE,6,171.75,500,6,171.75,84117,CherylHSolis@aol.com,124000054,1 year or more,3+ years,1-2 years,Monthly,Mobile,Home,Other,3000,577,525,532,653,603,-1
4319dcde64,500,4/26/1979 00:00,Approved,FALSE,0,TRUE,2/10/2011 18:39,8,TRUE,13,77.39,500,6,77.39,84117,MyeshaRTrask@gmail.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Bills,3660,555,586,603,636,610,1
7885dd6693,800,12/31/1961 00:00,Approved,FALSE,1188,FALSE,2/11/2011 00:41,8,TRUE,16,113.77,800,8,113.77,84015,TonyKEncinas@yahoo.com,124002971,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Bills,3400,661,645,683,708,649,-1
bb301c7ee5,300,12/21/1982 00:00,Approved,TRUE,350,FALSE,2/11/2011 07:18,5,TRUE,10,56.82,300,5,56.82,83712,JessieHGoodin@gmail.com,123103716,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,None,Other,2400,762,623,674,721,610,-1
81812d1b65,500,8/4/1964 00:00,Approved,FALSE,705,TRUE,2/11/2011 10:09,5,TRUE,10,92.17,500,5,92.17,57107,StephenPHickson@bing.com,51000017,4-12 months,3+ years,1-2 years,Bi-weekly,Mobile,Work,Other,2200,423,585,623,636,614,-1
7d510a8204,500,6/25/1976 00:00,Approved,TRUE,0,TRUE,2/11/2011 10:31,3,TRUE,6,136,500,3,136,84062,MargieHTabor@hotmail.com,124001545,1 year or more,7-12 months,7-12 months,Bi-weekly,Mobile,Home,Car,1100,579,501,516,612,581,-1
97597c294f,800,6/4/1960 00:00,Approved,FALSE,1123,TRUE,2/11/2011 12:09,5,TRUE,5,310.25,800,5,310.25,84404,YvonneWCummings@yahoo.com,124002971,1 year or more,3+ years,1-2 years,Monthly,Home,Mobile,Other,4191,766,620,624,680,631,1
44b43fb59c,500,8/11/1944 00:00,Approved,FALSE,640,TRUE,2/12/2011 07:40,4,TRUE,8,108.48,500,4,108.48,84651,TrishaKBates@hotmail.com,124002971,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Home,Car,3360,614,569,581,680,612,1
a7ff4f3fd5,500,1/16/1967 00:00,Approved,TRUE,1025,FALSE,2/12/2011 11:20,3,TRUE,6,138.48,500,3,138.48,57013,MarySHurtt@aol.com,91400036,1 year or more,3+ years,7-12 months,Semi-monthly,Mobile,Home,Other,4000,588,522,517,643,573,1
70686a0842,800,6/29/1980 00:00,Approved,TRUE,1000,TRUE,2/12/2011 15:44,8,TRUE,17,105.88,800,8,105.88,84058,GaryAPatton@yahoo.com,124001545,1 year or more,6 months or less,7-12 months,Bi-weekly,Mobile,None,Rent,2800,525,668,673,715,639,-1
4f21a2d05a,800,10/6/1976 00:00,Approved,FALSE,1053,TRUE,2/12/2011 17:55,8,TRUE,8,231.76,800,8,231.76,83404,JenniferCFillmore@bing.com,124100417,1 year or more,3+ years,3+ years,Monthly,Mobile,Work,Other,3200,669,598,596,680,631,1
f939744f9b,500,7/6/1977 00:00,Approved,TRUE,1200,TRUE,2/13/2011 09:30,5,TRUE,10,92.17,500,5,92.17,84087,SalvatoreDGirard@yahoo.com,311079474,4-12 months,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,2500,530,605,645,671,627,-1
5c77318e8a,800,12/22/1966 00:00,Approved,FALSE,450,TRUE,2/13/2011 19:57,5,TRUE,10,92.17,500,5,92.17,83404,MariaCRanson@bing.com,124384657,3 months or less,1-2 years,3+ years,Bi-weekly,Mobile,None,Bills,2520,530,591,631,644,611,-1
3466ce11fa,500,1/19/1958 00:00,Approved,FALSE,500,TRUE,2/14/2011 08:50,6,TRUE,13,77.39,500,6,77.39,57018,ScottAWright@aol.com,91400046,4-12 months,3+ years,7-12 months,Bi-weekly,Mobile,None,Other,3624,593,562,583,680,615,1
d6eccdda7d,500,6/7/1962 00:00,Approved,FALSE,476,TRUE,2/14/2011 09:40,6,TRUE,13,77.39,500,6,77.39,57055,ElizabethMSnider@yahoo.com,291471134,1 year or more,3+ years,3+ years,Bi-weekly,Home,None,Car,3400,586,587,628,661,616,-1
270fa2c7d4,800,1/4/1964 00:00,Approved,TRUE,691,TRUE,2/14/2011 10:40,8,TRUE,13,77.39,500,6,77.39,84119,AmberMPersaud@yahoo.com,124001545,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Work,Other,2096,446,530,566,673,618,1
890ea01178,500,1/25/1955 00:00,Approved,FALSE,703,TRUE,2/14/2011 14:59,6,TRUE,6,171.75,500,6,171.75,83646,VincentRLutz@yahoo.com,123103729,1 year or more,3+ years,1-2 years,Monthly,Mobile,None,Bills,1850,579,565,560,680,624,-1
e9ac5a0afa,400,1/24/1970 00:00,Approved,TRUE,635,FALSE,2/14/2011 16:04,6,TRUE,12,67.22,400,6,67.22,83201,CristieACooper@hotmail.com,124103773,4-12 months,1-2 years,6 months or less,Semi-monthly,Mobile,None,Car,3279,438,565,621,651,612,1
c3cb46320c,800,4/22/1980 00:00,Approved,TRUE,150,FALSE,2/14/2011 18:23,8,TRUE,13,77.39,500,6,77.39,84047,RebeccaGVallejo@hotmail.com,324377516,3 months or less,3+ years,7-12 months,Bi-weekly,Mobile,None,Car,2400,582,559,641,648,605,-1
e23ca5e230,600,7/27/1964 00:00,Approved,FALSE,0,TRUE,2/14/2011 18:36,4,TRUE,8,130.18,600,4,130.18,84095,SheliaABaumgartner@bing.com,324377516,1 year or more,7-12 months,7-12 months,Bi-weekly,Mobile,Home,Car,2226,541,591,614,662,614,-1
429f08e0f1,800,7/21/1952 00:00,Approved,TRUE,400,TRUE,2/15/2011 07:43,8,TRUE,6,171.75,500,6,171.75,84720,JannaGStover@hotmail.com,124002971,1 year or more,1-2 years,1-2 years,Monthly,Home,Mobile,Medical,1386,601,539,548,644,589,1
b911eb39bd,500,7/16/1950 00:00,Approved,TRUE,200,TRUE,2/15/2011 08:19,5,TRUE,5,193.91,500,5,193.91,83651,BarbaraJGillman@bing.com,324172546,1 year or more,1-2 years,1-2 years,Monthly,Home,Work,Car,1585,586,543,578,623,574,-1
ab88421436,500,7/22/1970 00:00,Approved,TRUE,800,TRUE,2/15/2011 14:09,5,TRUE,10,92.17,500,5,92.17,84770,AndrewJRittenberry@aol.com,124002971,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Work,Car,3920,589,523,543,624,597,-1
7374dfc557,800,5/7/1977 00:00,Approved,FALSE,700,TRUE,2/15/2011 17:16,5,TRUE,10,92.17,500,5,92.17,84010,MarylynJStanton@hotmail.com,124001545,1 year or more,3+ years,7-12 months,Bi-weekly,Mobile,None,Bills,2400,749,563,547,678,596,-1
056b3e7ed8,400,4/12/1951 00:00,Approved,TRUE,571,TRUE,2/16/2011 10:17,8,TRUE,8,115.88,400,8,137.4,83702,DonnaRKing@yahoo.com,124103799,1 year or more,6 months or less,7-12 months,Monthly,Mobile,None,Other,985,530,624,662,718,603,-1
2c5c65b3fc,600,10/16/1957 00:00,Approved,TRUE,500,FALSE,2/16/2011 10:54,4,TRUE,8,133.17,600,4,133.17,83301,CatherineCIles@gmail.com,123271978,1 year or more,6 months or less,3+ years,Semi-monthly,Mobile,Work,Bills,2400,548,561,543,669,599,-1
9fd4b65302,300,8/27/1985 00:00,Approved,TRUE,160,FALSE,2/16/2011 13:17,5,TRUE,10,55.3,300,5,55.3,84084,MeredithMThomas@gmail.com,324079539,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,None,Bills,1200,661,588,627,653,618,1
964392c57a,500,2/14/1957 00:00,Approved,TRUE,164,FALSE,2/16/2011 16:23,5,TRUE,5,193.91,500,5,193.91,57701,LindseyLJones@bing.com,291479686,1 year or more,3+ years,6 months or less,Monthly,Home,None,Car,1152,434,544,558,680,594,-1
e02596d6e0,500,10/20/1986 00:00,Approved,TRUE,300,TRUE,2/16/2011 16:45,5,TRUE,10,92.17,500,5,92.17,84118,PaulineGMcCoy@hotmail.com,124001545,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Work,Bills,800,530,553,615,623,592,-1
a75f3d594c,800,8/5/1969 00:00,Approved,TRUE,575,TRUE,2/16/2011 17:06,8,TRUE,13,77.39,500,6,77.39,84123,LuzHSylvia@bing.com,124302150,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Bills,4380,715,551,551,577,577,-1
a0f961567d,500,10/12/1983 00:00,Approved,TRUE,484,TRUE,2/16/2011 23:47,3,TRUE,6,136,500,3,136,84341,AnnaLHower@yahoo.com,324079555,4-12 months,3+ years,7-12 months,Bi-weekly,Mobile,Work,Bills,1800,645,554,595,625,585,-1
55059f159c,700,6/6/1977 00:00,Approved,FALSE,716,TRUE,2/17/2011 07:41,6,TRUE,6,240.46,700,6,240.46,84319,DorothyACaldwell@aol.com,324079555,1 year or more,7-12 months,3+ years,Monthly,Mobile,None,Car,2781,677,554,579,680,604,1
43c97c4e6d,800,3/2/1958 00:00,Approved,FALSE,403,TRUE,2/17/2011 08:41,8,TRUE,8,231.76,800,8,231.76,83714,GabrielBKennedy@bing.com,123103729,1 year or more,3+ years,1-2 years,Monthly,Mobile,None,Bills,1984,87,603,652,676,640,1
2b60c24e0c,500,11/13/1954 00:00,Approved,TRUE,0,FALSE,2/17/2011 10:37,5,TRUE,10,92.17,500,5,92.17,84404,WillieDMorgan@aol.com,124085024,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,None,Bills,1200,589,577,537,680,600,-1
7a3189f555,500,6/29/1947 00:00,Approved,FALSE,1532,TRUE,2/17/2011 10:58,8,TRUE,13,77.39,500,6,77.39,84094,FredJGreen@hotmail.com,124000054,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Work,Other,3050,536,641,648,679,616,1
24960509ce,800,4/2/1963 00:00,Approved,TRUE,450,FALSE,2/17/2011 11:23,4,TRUE,4,364.28,800,4,364.28,84601,MargaretJBinder@yahoo.com,124001545,1 year or more,3+ years,1-2 years,Monthly,Mobile,Work,Car,4200,663,641,695,734,626,1
1e351a3e61,800,7/1/1955 00:00,Approved,TRUE,500,TRUE,2/17/2011 12:09,8,TRUE,17,105.88,800,8,105.88,84121,RichardSWebster@yahoo.com,324377516,4-12 months,1-2 years,3+ years,Bi-weekly,Mobile,None,Car,3100,573,568,560,680,605,1
e6b0d099c0,800,8/1/1967 00:00,Approved,TRUE,650,TRUE,2/17/2011 12:11,6,TRUE,13,123.82,800,6,123.82,84040,MerlinAWatson@bing.com,124001545,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Work,Other,2800,593,561,545,656,608,1
0f584aebbd,500,7/13/1983 00:00,Approved,TRUE,575,TRUE,2/17/2011 13:29,5,TRUE,10,92.17,500,5,92.17,84115,AlejandraAAlaniz@hotmail.com,124000054,4-12 months,1-2 years,1-2 years,Bi-weekly,Mobile,Work,Bills,1400,523,545,596,622,589,-1
912c4aa0ff,500,4/2/1956 00:00,Approved,FALSE,0,TRUE,2/17/2011 17:33,5,TRUE,10,92.17,500,5,92.17,84405,DesireeABoyles@gmail.com,124302150,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Work,Bills,3400,577,539,501,642,582,1
f1ae6a19a5,500,10/21/1976 00:00,Approved,TRUE,1075,TRUE,2/17/2011 22:29,5,TRUE,10,92.17,500,5,92.17,84043,JanetDClark@bing.com,124001545,1 year or more,7-12 months,1-2 years,Bi-weekly,Mobile,Mobile,Medical,2400,297,614,656,701,634,1
f0fbecb9da,500,7/18/1969 00:00,Approved,TRUE,1000,TRUE,2/18/2011 08:37,5,TRUE,10,92.17,500,5,92.17,83702,TheresaSMorris@gmail.com,511300503,1 year or more,6 months or less,7-12 months,Bi-weekly,Mobile,Work,Bills,2750,573,593,619,671,608,-1
c00699ef1b,500,12/17/1976 00:00,Approved,FALSE,1200,TRUE,2/18/2011 10:18,5,TRUE,10,94.7,500,5,94.7,83712,DorothyJClark@aol.com,123103716,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Bills,2594,760,597,644,671,617,1
c1bbf1c823,600,9/2/1952 00:00,Approved,FALSE,430,TRUE,2/18/2011 16:10,5,TRUE,5,193.91,500,5,193.91,83651,AnnieJPurser@bing.com,124103582,1 year or more,3+ years,6 months or less,Monthly,Mobile,None,Bills,1236,562,572,563,680,613,-1
eb70879a02,500,1/19/1973 00:00,Approved,TRUE,265,TRUE,2/18/2011 18:25,5,TRUE,5,193.91,500,5,193.91,83402,MelissaJCollier@hotmail.com,281082915,1 year or more,6 months or less,3+ years,Monthly,Mobile,None,Bills,1100,521,569,657,711,582,1
f22151df17,800,8/8/1956 00:00,Approved,TRUE,320,TRUE,2/20/2011 17:14,8,TRUE,13,77.39,500,6,77.39,84767,AlexMReed@gmail.com,124302150,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,None,Other,1200,645,589,623,663,577,1
b8460d798c,800,3/10/1983 00:00,Approved,TRUE,884,TRUE,2/20/2011 20:01,8,TRUE,17,105.88,800,8,105.88,84107,AliceJClement@yahoo.com,122100024,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,None,Bills,2400,716,572,620,640,603,-1
0a718c3c67,800,9/8/1967 00:00,Approved,TRUE,726,TRUE,2/20/2011 21:30,6,TRUE,13,123.82,800,6,123.82,84010,KarenHLovelady@bing.com,124000054,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Work,Bills,2600,586,621,637,665,637,-1
71953aec67,500,3/5/1972 00:00,Approved,TRUE,1100,TRUE,2/21/2011 07:23,6,TRUE,13,77.39,500,6,77.39,57103,RitaTRussell@hotmail.com,91408501,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Work,Bills,2987,501,545,563,654,611,-1
6579972dd1,700,6/4/1945 00:00,Approved,FALSE,849,TRUE,2/21/2011 11:15,5,TRUE,5,271.47,700,5,271.47,83854,HermanEHawkins@yahoo.com,123171955,1 year or more,3+ years,3+ years,Monthly,Home,None,Bills,2601,576,624,651,689,627,-1
684bea73ab,700,7/28/1967 00:00,Approved,TRUE,700,TRUE,2/21/2011 15:13,6,TRUE,13,77.39,500,6,77.39,84041,RubyVDoughty@hotmail.com,102301092,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,None,Other,9644,521,576,601,650,619,-1
b6514d8366,800,6/2/1971 00:00,Approved,TRUE,650,TRUE,2/22/2011 01:27,8,TRUE,6,171.75,500,6,171.75,83843,ReginaldCChampagne@hotmail.com,323173313,1 year or more,1-2 years,3+ years,Monthly,Home,None,Bills,2813,297,584,652,695,634,2
e6069ecbbf,300,4/19/1960 00:00,Approved,FALSE,191,TRUE,2/22/2011 06:21,5,TRUE,10,55.3,300,5,55.3,57339,ErickaIRamirez@hotmail.com,91408734,1 year or more,3+ years,1-2 years,Bi-weekly,Home,Mobile,Bills,1920,183,602,660,699,625,-1
b507748656,800,2/1/1979 00:00,Approved,TRUE,475,TRUE,2/22/2011 11:29,8,TRUE,13,77.39,500,6,77.39,84115,BarbaraDSimmons@yahoo.com,124001545,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Work,Other,2850,329,549,606,615,609,1
d7d437e050,400,8/11/1972 00:00,Approved,FALSE,0,TRUE,2/22/2011 13:35,6,TRUE,12,67.22,400,6,67.22,57301,NancyWWatson@aol.com,91409487,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Car,1800,645,539,596,627,587,1
171c954c8c,500,11/18/1956 00:00,Approved,TRUE,367,FALSE,2/22/2011 15:15,6,TRUE,13,77.39,500,6,77.39,57702,GregoryEWoolf@hotmail.com,91408734,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,Work,Other,1200,523,563,556,652,604,1
6d75122817,500,8/20/1950 00:00,Approved,TRUE,300,TRUE,2/23/2011 06:41,5,TRUE,10,92.17,500,5,92.17,57325,AliciaDVickery@hotmail.com,91400486,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,1765,538,571,589,612,605,1
42f175a176,800,11/29/1978 00:00,Approved,TRUE,525,FALSE,2/23/2011 10:03,6,TRUE,13,123.82,800,6,123.82,84118,DerickLAlexander@hotmail.com,124001545,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Mobile,Car,2800,546,597,627,665,626,1
5369897f85,500,8/12/1982 00:00,Approved,TRUE,580,TRUE,2/23/2011 11:46,5,TRUE,10,94.7,500,5,94.7,57301,JennaGCurry@bing.com,91402947,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Other,3200,719,507,542,632,574,-1
dcfa93fb97,800,7/31/1978 00:00,Approved,TRUE,1200,TRUE,2/23/2011 17:21,8,TRUE,17,105.88,800,8,105.88,84120,ChristopherGGrant@aol.com,124001545,1 year or more,1-2 years,3+ years,Bi-weekly,Home,Mobile,Bills,2400,530,564,628,654,606,-1
dc532a8443,500,11/3/1958 00:00,Approved,FALSE,1536,TRUE,2/24/2011 05:33,5,TRUE,10,94.7,500,5,94.7,83333,JohnEGuild@bing.com,122000661,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Bills,4000,273,591,630,659,619,-1
d8bcbe7f5b,500,7/29/1964 00:00,Approved,TRUE,375,TRUE,2/24/2011 07:31,6,TRUE,13,77.39,500,6,77.39,57350,LouiseCOneal@yahoo.com,91400525,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Rent,3600,602,549,576,669,609,-1
304320351f,700,10/16/1970 00:00,Approved,TRUE,800,FALSE,2/24/2011 07:42,5,TRUE,10,92.17,500,5,92.17,84335,JamesMGriffith@hotmail.com,124302150,1 year or more,7-12 months,1-2 years,Bi-weekly,Mobile,Work,Other,3370,716,561,621,670,608,-1
a03a3b97a2,500,7/29/1949 00:00,Approved,FALSE,620,FALSE,2/24/2011 10:01,8,TRUE,8,144.85,500,8,144.85,84070,KatherineMWilliams@yahoo.com,124001545,1 year or more,3+ years,3+ years,Monthly,Mobile,Work,Other,2600,638,635,678,710,649,-1
f9e6463c2c,500,12/21/1974 00:00,Approved,FALSE,0,TRUE,2/24/2011 10:52,6,TRUE,13,77.39,500,6,77.39,57301,JohnRYoung@bing.com,91400046,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,Work,Other,3720,550,576,594,680,610,-1
db4fb8df4a,500,6/3/1966 00:00,Approved,TRUE,100,TRUE,2/24/2011 11:00,6,TRUE,13,77.39,500,6,77.39,57262,BeulahTMcQueen@bing.com,291070001,1 year or more,3+ years,3+ years,Bi-weekly,Home,Work,Car,3100,593,602,651,680,621,1
dab9b9766c,800,11/14/1974 00:00,Approved,FALSE,1182,TRUE,2/24/2011 11:55,8,TRUE,6,171.75,500,6,171.75,84053,KarenBDendy@gmail.com,324079555,1 year or more,3+ years,3+ years,Monthly,Mobile,Work,Other,2600,763,539,573,680,600,-1
965d37e1eb,700,5/24/1980 00:00,Approved,TRUE,400,TRUE,2/24/2011 12:15,5,TRUE,5,271.47,700,5,271.47,84121,MarkMGroner@gmail.com,325070760,1 year or more,6 months or less,6 months or less,Monthly,Mobile,Work,Car,1500,808,512,548,626,581,-1
37d56d9fef,300,10/5/1978 00:00,Approved,FALSE,800,TRUE,2/25/2011 02:52,5,TRUE,5,116.34,300,5,116.34,83854,RosaAEpperson@gmail.com,121000248,1 year or more,1-2 years,1-2 years,Monthly,Mobile,None,Other,2998,586,535,550,680,577,1
3e4519270a,500,9/10/1952 00:00,Approved,TRUE,500,TRUE,2/25/2011 10:59,5,TRUE,5,193.91,500,5,193.91,57003,CherylTPaylor@aol.com,91408734,1 year or more,1-2 years,1-2 years,Monthly,Mobile,None,Bills (General),3000,541,620,653,674,629,-1
9b01f4d0b7,800,11/4/1949 00:00,Approved,FALSE,1326,TRUE,2/25/2011 11:01,5,TRUE,5,310.25,800,5,310.25,84121,LouJGary@aol.com,124002971,1 year or more,3+ years,3+ years,Monthly,Home,None,Bills (Auto),3192,666,693,756,796,656,1
9ace72ef1f,600,10/8/1970 00:00,Approved,TRUE,575,TRUE,2/25/2011 17:05,5,TRUE,10,94.7,500,5,94.7,83617,WillaJKidd@hotmail.com,124103799,1 year or more,7-12 months,1-2 years,Semi-monthly,Mobile,None,Other,1600,231,587,636,679,619,1
00b8adfe83,800,4/12/1976 00:00,Approved,TRUE,250,FALSE,2/25/2011 18:00,6,TRUE,6,171.75,500,6,171.75,84010,DorothyBArnett@yahoo.com,124001545,4-12 months,3+ years,1-2 years,Monthly,Mobile,Home,Bills (Medical),3500,645,575,633,671,618,-1
5a33902860,800,3/28/1969 00:00,Approved,TRUE,650,TRUE,2/25/2011 18:23,8,TRUE,13,77.39,500,6,77.39,84106,JulieTFulton@yahoo.com,124002971,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,None,Bills (General),2000,712,571,601,619,602,1
d35f2881f8,800,5/7/1957 00:00,Approved,TRUE,375,TRUE,2/26/2011 09:30,6,TRUE,13,77.39,500,6,77.39,84095,AnaEJones@aol.com,324377516,1 year or more,1-2 years,1-2 years,Bi-weekly,Home,Mobile,Bills (General),1160,492,564,566,680,607,-1
b6ca73e6d4,500,4/22/1956 00:00,Approved,FALSE,645,TRUE,2/26/2011 10:16,5,TRUE,10,92.17,500,5,92.17,57701,LindaMMarshall@bing.com,91408501,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Work,Bills (General),1266,586,578,628,675,619,-1
05501291d3,500,11/15/1938 00:00,Approved,TRUE,0,TRUE,2/26/2011 12:41,6,TRUE,6,171.75,500,6,171.75,57201,ChristopherCMartin@gmail.com,91408734,1 year or more,1-2 years,3+ years,Monthly,Home,None,Bills (Auto),1887,748,536,543,624,567,-1
36fa5b0d19,500,12/8/1981 00:00,Approved,TRUE,0,TRUE,2/26/2011 16:43,3,TRUE,6,136,500,3,136,84025,AndrewPWhite@hotmail.com,124002971,3 months or less,1-2 years,3+ years,Bi-weekly,Mobile,Work,Bills (General),3440,546,602,635,671,619,-1
